passportfrom_country_name,passportfrom_alpha_3code,New_Overall_ranking,gain-loss,gain-loss-rank,passportfrom_destinations_visafree,passportfrom_welcomed_visafree,visaFreeRatio,visafree_percent,visafree_countries_Rank,countryto_GDP_2016_billions_USD,countryto_UN_World_GDP_percent,GDP_Rank,countryto_surface_area,countryto_Surface_area_covered_percent,Surface_Rank,countryto_population_millions,countryto_UN_population_Value_percent,Population_Rank,countryto_unesco_total_sites,countryto_unesco_total_sites_percent,unesco_total_sites_Rank,passportfrom_region_name,passportfrom_sub_region_name,passportfrom_development_status,passportfrom_GDP_2016_billions_USD,passportfrom_GDP_capita_2016_USD,passportfrom_UN_World_GDP_percent,passportfrom_population_millions,passportfrom_UN_population_Value_percent,passportfrom_surface_area,passportfrom_Surface_area_covered_percent,passportfrom_unesco_total_sites,passportfrom_unesco_total_sites_percent,passportfrom_trade_import_UN,passportfrom_trade_export_UN,passportfrom_openness_index,passportfrom_unemployment_rate_UN,passportfrom_visitor_arrivals,passportfrom_tourism_expenditure
Japan,JPN,1,0,78,191.0,68.0,2.8,0.8414096916299559,1,69729.421,0.9217510168162725,1,87035.0,0.6392018331105594,4,6250.349999999998,0.8188782127706392,1,1027.0,0.8800342759211662,1,Asia,Eastern Asia,Developed,4936.212,38640.0,0.06525163073160593,127.19,0.01666356602147044,378.0,0.0027761049338288217,22.0,0.018851756640959727,606924.0,644932.0,253.6066117095457,5.1,8611.0,33427.0
Singapore,SGP,2,0,78,190.0,164.0,1.2,0.8370044052863436,2,69081.951,0.9131921313085608,2,91350.0,0.6708920256752985,2,5038.729999999998,0.6601400268839039,3,1011.0,0.8663239074550136,3,Asia,South-eastern Asia,Developing,296.946,52814.0,0.00392531980782581,5.79,0.0007585662965981119,1.0,7.344192946637094e-06,1.0,0.000856898029134533,291908.0,338082.0,2121.5641901221097,3.2,9161.0,18386.0
Korea (Republic of),KOR,3,-1,94,190.0,111.0,1.7,0.8370044052863436,2,61530.87300000001,0.8133746694002082,6,100783.0,0.7401697977409263,1,5191.31,0.6801300174771576,2,1018.0,0.8723221936589555,2,Asia,Eastern Asia,Developing,1411.246,27785.0,0.018655216360937484,51.16,0.006702634150942901,100.0,0.0007344192946637094,13.0,0.011139674378748929,406182.0,495418.0,638.8680641078876,3.7,8798.0,21053.0
Germany,DEU,5,-1,94,189.0,94.0,2.0,0.8325991189427313,4,57888.78099999998,0.7652299701298901,8,81735.0,0.6002776104933827,8,3617.880000000001,0.4739899539095642,15,954.0,0.8174807197943451,5,Europe,Western Europe,Developed,3477.796,42456.0,0.04597287562848924,82.29,0.010781074360459176,357.0,0.0026218768819494427,44.0,0.037703513281919454,1060672.0,1340752.0,690.5016855502738,7.0,26875.0,52129.0
France,FRA,4,0,78,189.0,94.0,2.0,0.8325991189427313,4,57945.39999999998,0.765978414905032,7,80620.0,0.5920888353578824,9,3647.130000000001,0.47782208934574644,13,954.0,0.8174807197943451,5,Europe,Western Europe,Developed,2465.454,36826.0,0.03259075866145149,65.23,0.008545989555629506,552.0,0.004053994506543676,44.0,0.037703513281919454,560555.0,488885.0,425.6579112812488,8.9,76647.0,50883.0
Finland,FIN,6,0,78,188.0,94.0,2.0,0.8281938325991189,6,57877.62099999998,0.7650824464418953,9,80171.0,0.5887912927248423,10,3614.760000000001,0.47358119279637145,16,949.0,0.8131962296486724,7,Europe,Northern Europe,Developed,238.503,43339.0,0.0031527636342159144,5.54,0.0007258130022717686,338.0,0.0024823372159633377,7.0,0.005998286203941731,60502.0,57326.0,494.03152161608034,8.4,2319.0,2717.0
Italy,ITA,6,0,78,188.0,94.0,2.0,0.8281938325991189,6,57877.62099999998,0.7650824464418953,9,80171.0,0.5887912927248423,10,3614.760000000001,0.47358119279637145,16,949.0,0.8131962296486724,7,Europe,Southern Europe,Developed,1858.913,31279.0,0.024572912313770512,59.29,0.007767771282435588,302.0,0.0022179462698844023,54.0,0.04627249357326478,404578.0,461529.0,465.92121309604056,8.4,43626.0,40373.0
Denmark,DNK,6,0,78,188.0,94.0,2.0,0.8281938325991189,6,57877.62099999998,0.7650824464418953,9,80171.0,0.5887912927248423,10,3614.760000000001,0.47358119279637145,16,949.0,0.8131962296486724,7,Europe,Northern Europe,Developed,306.9,53730.0,0.0040569014198599766,5.75,0.0007533257695058969,43.0,0.00031580029670539504,10.0,0.00856898029134533,85133.0,94355.0,584.8419680677746,7.5,9425.0,7046.0
Sweden,SWE,6,0,78,188.0,94.0,2.0,0.8281938325991189,6,57877.62099999998,0.7650824464418953,9,80171.0,0.5887912927248423,10,3614.760000000001,0.47358119279637145,16,949.0,0.8131962296486724,7,Europe,Northern Europe,Developed,514.476,52297.0,0.0068008420165652705,9.98,0.0013075115095076263,439.0,0.0032241007035736843,15.0,0.012853470437017995,141101.0,139456.0,545.3257294800924,8.6,,
Luxembourg,LUX,11,-1,94,187.0,94.0,2.0,0.8237885462555066,10,57672.34499999998,0.7623689094726441,13,79840.0,0.5863603648595055,14,3518.2700000000013,0.460939731318176,24,941.0,0.8063410454155961,11,Europe,Western Europe,Developed,58.631,101835.0,0.0007750413396800597,0.59,7.729777461017029e-05,3.0,2.2032578839911284e-05,1.0,0.000856898029134533,19124.0,12838.0,545.1382374511777,4.4,805.0,4583.0
Spain,ESP,13,-3,114,187.0,94.0,2.0,0.8237885462555066,10,57013.90899999998,0.7536650647568184,22,79387.0,0.5830334454546788,16,3532.840000000001,0.4628485933115153,22,931.0,0.7977720651242508,15,Europe,Southern Europe,Developed,1237.255,26695.0,0.01635523481990504,46.4,0.006079011426969325,506.0,0.0037161616309983694,47.0,0.04027420736932305,302539.0,281777.0,472.2680449866842,19.9,52677.0,60605.0
United Kingdom of Great Britain and Northern Ireland,GBR,24,-12,169,186.0,90.0,2.1,0.8193832599118943,12,56588.50599999998,0.7480416759177414,30,77758.0,0.571069755144607,25,3450.8300000000004,0.4521042026407016,29,908.0,0.7780634104541566,32,Europe,Northern Europe,Developed,2647.899,40249.0,0.03500249336183061,66.57,0.008721547213218704,242.0,0.0017772946930861768,31.0,0.026563838903170524,636368.0,411463.0,395.72166461031935,7.8,28295.0,55558.0
Norway,NOR,14,-2,106,186.0,94.0,2.0,0.8193832599118943,12,57000.04599999998,0.7534818101970806,23,79119.0,0.5810652017449801,17,3530.770000000001,0.4625773960344932,23,930.0,0.7969151670951163,16,Europe,Northern Europe,Developed,371.069,70617.0,0.004905149406862242,5.35,0.0007009204985837475,386.0,0.0028348584774019183,8.0,0.006855184233076264,72810.0,89628.0,437.7568592364223,3.5,4767.0,6196.0
Austria,AUT,17,-5,131,186.0,94.0,2.0,0.8193832599118943,12,56808.63299999998,0.7509515277875672,24,79056.0,0.580602517589342,18,3436.3500000000013,0.45020713183331984,30,923.0,0.7909168808911745,18,Europe,Western Europe,Developed,390.8,44857.0,0.005165972873513455,8.75,0.001146365301422017,84.0,0.0006169122075175159,10.0,0.00856898029134533,149987.0,144701.0,754.0634595701125,4.8,22004.0,19241.0
Netherlands,NLD,17,-5,131,186.0,94.0,2.0,0.8193832599118943,12,56808.63299999998,0.7509515277875672,24,79056.0,0.580602517589342,18,3436.3500000000013,0.45020713183331984,30,923.0,0.7909168808911745,18,Europe,Western Europe,Developed,777.228,45753.0,0.01027415241692711,17.08,0.0022377050683757773,42.0,0.00030845610375875796,10.0,0.00856898029134533,398336.0,444867.0,1084.885001569681,4.5,10883.0,18317.0
Portugal,PRT,17,-5,131,186.0,94.0,2.0,0.8193832599118943,12,56808.63299999998,0.7509515277875672,24,79056.0,0.580602517589342,18,3436.3500000000013,0.45020713183331984,30,923.0,0.7909168808911745,18,Europe,Southern Europe,Developed,204.837,19750.0,0.0027077338420979412,10.29,0.001348125594472292,92.0,0.0006756657510906127,15.0,0.012853470437017995,67632.0,55677.0,601.9859693317126,10.8,6756.0,17185.0
United States of America,USA,39,-27,196,186.0,43.0,4.3,0.8193832599118943,12,54319.57600000001,0.7180487618135939,40,70214.0,0.5156651635551767,36,3120.259999999999,0.4087951766188644,56,883.0,0.7566409597257931,44,Americas,Northern America,Developed,18624.475,57808.0,0.2461963475778646,326.77,0.04281117594807686,9834.0,0.07222279343722918,23.0,0.01970865467009426,2248209.0,1450457.0,198.59169184634737,9.6,60010.0,244708.0
Switzerland,CHE,12,0,78,186.0,95.0,2.0,0.8193832599118943,12,57658.48199999998,0.7621856549129064,15,79572.0,0.5843921211498068,15,3516.200000000001,0.4606685340411539,25,940.0,0.8054841473864617,12,Europe,Western Europe,Developed,668.851,79609.0,0.00884152027231921,8.54,0.0011188525341878886,41.0,0.00030111191081212083,12.0,0.010282776349614395,269157.0,304691.0,857.9608911401792,4.8,8628.0,19220.0
Canada,CAN,39,-20,193,185.0,55.0,3.4,0.8149779735682819,19,54598.464,0.7217353734889992,39,70475.0,0.517581997914249,34,3146.5899999999992,0.4122447535773149,54,884.0,0.7574978577549276,42,Americas,Northern America,Developed,1529.76,42154.0,0.020221849188807425,36.95,0.004840936901433546,9985.0,0.07333176657217139,19.0,0.016281062553556127,402966.0,389071.0,517.7524579018931,8.1,16219.0,
Ireland,IRL,23,-4,123,185.0,88.0,2.1,0.8149779735682819,19,56805.35499999998,0.7509081960089609,27,78892.0,0.5793980699460934,23,3435.780000000001,0.4501324543222558,33,921.0,0.7892030848329055,24,Europe,Northern Europe,Developed,304.819,64497.0,0.004029392746498203,4.8,0.0006288632510657922,70.0,0.0005140935062645966,2.0,0.001713796058269066,82029.0,132010.0,702.1839189814283,13.9,7134.0,11427.0
Greece,GRC,16,3,59,185.0,94.0,2.0,0.8149779735682819,19,57659.15699999998,0.7621945777166157,14,78986.0,0.5800884240830774,22,3513.420000000001,0.4603043174082449,26,938.0,0.8037703513281926,13,Europe,Southern Europe,Developed,192.691,17230.0,0.0025471762512031242,11.14,0.0014594867951818595,132.0,0.0009694334689560964,18.0,0.015424164524421594,47595.0,27811.0,391.33119865484116,12.7,15007.0,16533.0
Belgium,BEL,22,-3,114,185.0,94.0,2.0,0.8149779735682819,19,56800.158999999985,0.7508395102488513,28,79030.0,0.5804115685727295,21,3423.8500000000013,0.4485694671170027,35,923.0,0.7909168808911745,18,Europe,Western Europe,Developed,467.955,41199.0,0.006185882384915528,11.5,0.0015066515390117939,31.0,0.00022766998134574992,13.0,0.011139674378748929,372713.0,398033.0,1647.0515327328483,8.3,7186.0,12772.0
Czechia,CZE,26,-3,114,184.0,94.0,2.0,0.8105726872246696,23,56353.49799999998,0.7449351125782873,31,71109.0,0.5222382162424168,32,3490.1300000000006,0.4572530205088028,28,920.0,0.788346186803771,26,Europe,Eastern Europe,Developed,195.305,18406.0,0.002581730634753186,10.63,0.0013926700747561192,79.0,0.0005801912427843305,12.0,0.010282776349614395,142328.0,162087.0,1558.6646527226644,7.3,8629.0,7041.0
Malta,MLT,29,-5,131,183.0,94.0,1.9,0.8061674008810573,24,56723.93399999998,0.7498318943781155,29,76913.0,0.5648639121046987,28,3325.4500000000003,0.43567777047015394,44,912.0,0.7814910025706947,29,Europe,Southern Europe,Developed,10.999,25616.0,0.00014539543407311793,0.43,5.633566624131055e-05,0.0,0.0,3.0,0.002570694087403599,7182.0,4039.0,1020.183653059369,6.9,1339.0,1451.0
Iceland,ISL,21,4,53,182.0,93.0,2.0,0.801762114537445,25,57579.88499999998,0.7611466836489873,16,78224.0,0.57449214905774,24,3406.2200000000003,0.44625970480110894,38,930.0,0.7969151670951162,16,Europe,Northern Europe,Developed,20.27,60966.0,0.00026794849065025003,0.34,4.454448028382695e-05,103.0,0.0007564518735036207,2.0,0.001713796058269066,5703.0,4450.0,500.8880118401579,7.6,489.0,2411.0
Australia,AUS,41,-16,182,182.0,35.0,5.2,0.801762114537445,25,54915.815999999984,0.7259304395671856,38,69771.0,0.5124116860798165,40,3180.6899999999987,0.41671230292342804,52,893.0,0.7652099400171386,40,Oceania,Australia and New Zealand,Developed,1304.463,54069.0,0.01724365525205215,24.77,0.0032451964018540987,7692.0,0.05649153214553253,19.0,0.016281062553556127,189406.0,189630.0,290.5686094584515,5.2,5790.0,34475.0
New Zealand,NZL,25,0,78,182.0,62.0,2.9,0.801762114537445,25,57266.15099999999,0.7569994437986832,21,77582.0,0.569777177185999,26,3414.0100000000007,0.4472802974523178,37,921.0,0.7892030848329056,24,Oceania,Australia and New Zealand,Developed,187.517,40233.0,0.00247878130839975,4.75,0.0006223125922005235,268.0,0.0019682437096987413,3.0,0.002570694087403599,36213.0,33870.0,373.7421140483263,6.1,2435.0,9418.0
Lithuania,LTU,36,-8,148,181.0,94.0,1.9,0.7973568281938326,28,55985.50199999998,0.7400705850614975,34,68754.0,0.5049426418530866,41,3322.94,0.4353489273951174,45,900.0,0.7712082262210803,36,Europe,Northern Europe,Developed,42.773,14707.0,0.0005654149378679401,2.88,0.0003773179506394753,65.0,0.0004773725415314111,4.0,0.003427592116538132,27349.0,25023.0,1224.4172725784956,17.8,1507.0,1210.0
Latvia,LVA,36,-8,148,181.0,94.0,1.9,0.7973568281938326,28,55985.50199999998,0.7400705850614975,34,68754.0,0.5049426418530866,41,3322.94,0.4353489273951174,45,900.0,0.7712082262210803,36,Europe,Northern Europe,Developed,27.573,13993.0,0.00036448661730139833,1.93,0.0002528554321993706,65.0,0.0004773725415314111,2.0,0.001713796058269066,13593.0,11470.0,908.968918869909,19.5,1373.0,1282.0
Hungary,HUN,33,-5,131,181.0,94.0,1.9,0.7973568281938326,28,56280.94199999998,0.743975997102825,32,69975.0,0.5139099014409304,38,3380.28,0.44286122298180747,42,910.0,0.7797772065124257,31,Europe,Eastern Europe,Developed,125.817,12900.0,0.0016631709545210907,9.69,0.0012695176880890679,93.0,0.0006830099440372498,8.0,0.006855184233076264,92044.0,103071.0,1550.7840752839443,11.2,9510.0,7481.0
Slovakia,SVK,32,-4,123,181.0,94.0,1.9,0.7973568281938326,28,56054.830999999984,0.7409870429257447,33,69847.0,0.512969844743761,39,3428.310000000001,0.44915378588778454,34,907.0,0.7772065124250221,33,Europe,Eastern Europe,Developed,89.769,16489.0,0.001186653579535387,5.45,0.000714021816314285,49.0,0.0003598654543852176,7.0,0.005998286203941731,75156.0,77565.0,1701.2665842328643,14.4,1327.0,2800.0
Slovenia,SVN,36,-8,148,181.0,94.0,1.9,0.7973568281938326,28,55985.50199999998,0.7400705850614975,34,68754.0,0.5049426418530866,41,3322.94,0.4353489273951174,45,900.0,0.7712082262210803,36,Europe,Southern Europe,Developed,44.709,21517.0,0.0005910068608032575,2.08,0.00027250740879517665,20.0,0.00014688385893274188,4.0,0.003427592116538132,26690.0,27658.0,1215.5941756693283,7.2,1869.0,2627.0
Malaysia,MYS,45,-12,169,180.0,163.0,1.1,0.7929515418502202,33,37527.28499999999,0.49607199674157726,52,62862.0,0.46167065701150084,51,3232.0699999999997,0.42344375997337813,51,911.0,0.7806341045415601,30,Asia,South-eastern Asia,Developing,296.531,9508.0,0.003919833935915604,32.04,0.0041976622008641626,330.0,0.002423583672390241,4.0,0.003427592116538132,168375.0,189414.0,1206.5821111452092,3.3,24577.0,18084.0
Estonia,EST,43,-10,159,180.0,94.0,1.9,0.7929515418502202,33,55984.51599999998,0.7400575511585976,37,68743.0,0.5048618557306735,44,3320.7799999999997,0.43506593893213774,48,898.0,0.7694944301628113,39,Europe,Northern Europe,Developed,23.338,17782.0,0.0003085042858803915,1.31,0.00017162726227003914,45.0,0.00033048868259866925,2.0,0.001713796058269066,16205.0,14270.0,1305.810266518125,16.7,2372.0,1896.0
Liechtenstein,LIE,27,8,36,179.0,94.0,1.9,0.788546255506608,35,57441.55299999998,0.7593180773042102,19,75458.0,0.5541781113673417,29,3385.41,0.44353332058138406,40,923.0,0.7909168808911747,18,Europe,Western Europe,Developed,6.194,164437.0,8.187829063086575e-05,0.04,5.240527092214935e-06,0.0,0.0,,,,,,2.6,64.0,
Chile,CHL,15,21,12,176.0,94.0,1.9,0.775330396475771,36,57571.85699999998,0.7610405617702037,17,86843.0,0.637791748064805,5,3576.2299999999996,0.4685332550747954,20,933.0,0.79948586118252,14,Americas,Latin America and the Caribbean,Developing,247.046,13794.0,0.0032656932817553856,18.2,0.0023844398269577956,756.0,0.0055522098676576434,6.0,0.005141388174807198,58761.0,60733.0,483.69129635776335,8.4,2801.0,3697.0
Monaco,MCO,28,9,31,175.0,94.0,1.9,0.7709251101321586,37,57516.35599999998,0.7603068958017983,18,76938.0,0.5650475169283645,27,3380.51,0.4428913560125878,41,922.0,0.7900599828620402,23,Europe,Western Europe,Developed,6.468,168004.0,8.550028798844683e-05,0.04,5.240527092214935e-06,0.0,0.0,,,,,,,279.0,
Poland,POL,51,-14,175,175.0,94.0,1.9,0.7709251101321586,37,36754.75699999998,0.48585997347640414,56,60287.0,0.4427593601739102,59,3074.560000000001,0.4028078744160088,57,876.0,0.7506426735218515,46,Europe,Eastern Europe,Developed,471.402,12332.0,0.006231448169191375,38.1,0.004991602055334726,313.0,0.0022987323922974106,15.0,0.012853470437017995,188518.0,196455.0,816.6554236087246,9.6,12470.0,12052.0
Cyprus,CYP,56,-17,186,174.0,94.0,1.9,0.7665198237885462,39,36633.283999999985,0.484254225720866,57,58776.0,0.4316622846315415,63,2937.94,0.3849088541325486,62,858.0,0.7352185089974298,49,Asia,Western Asia,Developed,20.046,23631.0,0.0002649874417155852,1.19,0.00015590568099339432,9.0,6.609773651973385e-05,3.0,0.002570694087403599,6604.0,1920.0,425.2219894243241,6.3,2173.0,2756.0
Brazil,BRA,50,-10,159,172.0,95.0,1.8,0.7577092511013216,40,32083.590999999997,0.4241119774588035,69,70305.0,0.5163334851133208,35,2946.1,0.3859779216593605,61,884.0,0.7574978577549275,42,Americas,Latin America and the Caribbean,Developing,1795.926,8649.0,0.023740289147485986,210.87,0.027626748698384086,8516.0,0.06254314713356149,21.0,0.017994858611825194,137552.0,185235.0,179.73290658969245,8.4,5161.0,6613.0
Argentina,ARG,45,-4,123,171.0,88.0,1.9,0.7533039647577092,41,37222.175999999985,0.492038770494226,55,70055.0,0.5144974368766616,37,3233.000000000001,0.4235656022282721,50,906.0,0.7763496143958875,34,Americas,Latin America and the Caribbean,Developing,545.866,12449.0,0.007215785436472096,44.69,0.005854978893777136,2780.0,0.020416856391651122,11.0,0.009425878320479864,55610.0,57733.0,207.63887107825,7.4,5325.0,5186.0
Hong Kong,HKG,34,8,36,170.0,145.0,1.2,0.748898678414097,42,39757.94999999999,0.5255590870176668,50,89272.0,0.6556307927321867,3,3158.76,0.4138391839451211,53,920.0,0.7883461868037709,26,Asia,Eastern Asia,Developing,320.912,43943.0,0.004242125605898028,7.43,0.0009734279073789242,1.0,7.344192946637094e-06,,,547124.0,516588.0,3314.653238270928,4.3,20085.0,37976.0
Andorra,AND,30,12,23,170.0,94.0,1.8,0.748898678414097,42,57383.24299999999,0.7585472792534053,20,74151.0,0.544579251186087,30,3387.47,0.443803207726633,39,917.0,0.7857754927163674,28,Europe,Southern Europe,Developed,2.858,36987.0,3.777981185389317e-05,0.08,1.048105418442987e-05,0.0,0.0,1.0,0.000856898029134533,1355.0,100.0,509.09727081875434,,1808.0,
Romania,ROU,53,-11,164,170.0,94.0,1.8,0.748898678414097,42,37232.82999999999,0.49217960538418104,53,58456.0,0.4293121428886177,65,2970.33,0.3891523709454696,59,873.0,0.7480719794344479,47,Europe,Eastern Europe,Developed,186.691,9439.0,0.002467862440453174,19.58,0.0025652380116392105,238.0,0.0017479179212996285,8.0,0.006855184233076264,74605.0,63581.0,740.1856543700553,7.0,7498.0,2166.0
Bulgaria,BGR,53,-11,164,170.0,94.0,1.8,0.748898678414097,42,37232.82999999999,0.49217960538418104,53,58456.0,0.4293121428886177,65,2970.33,0.3891523709454696,59,873.0,0.7480719794344479,47,Europe,Eastern Europe,Developed,53.24,7465.0,0.0007037778807212291,7.04,0.0009223327682298286,111.0,0.0008152054170767174,10.0,0.00856898029134533,28875.0,26088.0,1032.3628850488353,10.3,6047.0,4164.0
Croatia,HRV,58,-12,169,169.0,94.0,1.8,0.7444933920704846,46,35965.548,0.4754274445983779,59,57158.0,0.4197793804438827,68,2819.78,0.3694283371021457,66,849.0,0.727506426735219,52,Europe,Southern Europe,Developed,51.231,12159.0,0.0006772209730884539,4.16,0.0005450148175903533,57.0,0.00041861899795831434,10.0,0.00856898029134533,21830.0,13648.0,692.5103940973239,11.6,9111.0,9820.0
San Marino,SMR,10,36,2,169.0,94.0,1.8,0.7444933920704846,46,68524.83000000002,0.9058275663820903,3,83173.0,0.610838559950647,7,4752.250000000002,0.6226073718494605,4,960.0,0.8226221079691524,4,Europe,Southern Europe,Developed,1.591,47910.0,2.1031378817195256e-05,0.03,3.9303953191612015e-06,0.0,0.0,1.0,0.000856898029134533,,,,4.4,120.0,
